Institute Type,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Opening Rank (int),Closing Rank (int)
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3586,3586,3586,3586
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,10449,13340,10449,13340
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),19393,22915,19393,22915
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1772,1775,1772,1775
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3234,3234,3234,3234
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3775,4300,3775,4300
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8962,9593,8962,9593
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,430,430,430,430
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2263,2876,2263,2876
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1016,1016,1016,1016
NIT,National Institute of Technology Durgapur,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2213,2213,2213,2213
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,36752,52812,36752,52812
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),48116,54199,48116,54199
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1768,1768,1768,1768
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,15540,15944,15540,15944
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),17983,17983,17983,17983
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,29666,33516,29666,33516
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),36636,42357,36636,42357
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5433,7480,5433,7480
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6167,6167,6167,6167
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6437,6870,6437,6870
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),11010,11010,11010,11010
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,37549,48052,37549,48052
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),48521,50357,48521,50357
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2040,2040,2040,2040
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7141,7309,7141,7309
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8906,8906,8906,8906
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,14413,16498,14413,16498
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),21566,22715,21566,22715
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,1286,1286,1286,1286
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7464,7908,7464,7908
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8108,8108,8108,8108
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2662,3105,2662,3105
NIT,National Institute of Technology Durgapur,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3999,3999,3999,3999
NIT,National Institute of Technology Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Gender-Neutral,52931,52931,52931,52931
NIT,National Institute of Technology Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,Female-only (including Supernumerary),15554,15554,15554,15554
NIT,National Institute of Technology Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,34895,34895,34895,34895
NIT,National Institute of Technology Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,2971,2971,2971,2971
NIT,National Institute of Technology Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,47984,49920,47984,49920
NIT,National Institute of Technology Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,Gender-Neutral,3171,3171,3171,3171
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,30481,37802,30481,37802
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),36240,40520,36240,40520
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1827,1827,1827,1827
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,11968,12006,11968,12006
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),16223,16223,16223,16223
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,22906,25222,22906,25222
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),30708,34937,30708,34937
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4882,6036,4882,6036
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5938,5938,5938,5938
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3648,6358,3648,6358
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),10226,10226,10226,10226
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,25470,33937,25470,33937
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),42466,49343,42466,49343
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1949,1949,1949,1949
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4944,5382,4944,5382
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7340,7340,7340,7340
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9992,11505,9992,11505
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16182,16773,16182,16773
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,936,936,936,936
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5113,6324,5113,6324
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7731,7731,7731,7731
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1873,2104,1873,2104
NIT,National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3216,3216,3216,3216
NIT,National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Gender-Neutral,38579,39414,38579,39414
NIT,National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,25607,25607,25607,25607
NIT,National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,5610,5610,5610,5610
NIT,National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,36842,36842,36842,36842
NIT,National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female-only (including Supernumerary),50846,50846,50846,50846
NIT,National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,13398,13398,13398,13398
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,55560,58659,55560,58659
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,OPEN,Female-only (including Supernumerary),77015,77015,77015,77015
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,15447,15447,15447,15447
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,OBC-NCL,Gender-Neutral,38174,38349,38174,38349
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,8612,8612,8612,8612
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,OPEN,Gender-Neutral,50995,55165,50995,55165
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,OPEN,Female-only (including Supernumerary),52372,52372,52372,52372
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,8072,8072,8072,8072
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,17644,17936,17644,17936
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,OBC-NCL,Female-only (including Supernumerary),24871,24871,24871,24871
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,8023,8023,8023,8023
NIT,National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,2934,2934,2934,2934
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,36902,45938,36902,45938
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),51952,54965,51952,54965
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1238,1238,1238,1238
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10637,13104,10637,13104
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),21956,21956,21956,21956
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,22230,29144,22230,29144
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),28096,40463,28096,40463
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4870,7402,4870,7402
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),8820,9663,8820,9663
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5535,5940,5535,5940
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),6332,6332,6332,6332
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,30006,40941,30006,40941
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),44011,54243,44011,54243
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5826,6073,5826,6073
NIT,National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8285,8285,8285,8285
