Round,Institute,Program,Quota,Seat,Gender,Note,Opening Rank (int),Closing Rank (int)
Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,EWS,Female-only (including Supernumerary),,530171,530171
Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),HS,SC,Gender-Neutral,,776315,776315
Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),HS,OPEN,Gender-Neutral,,525869,539458
Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,395989,406693
Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,HS,EWS,Gender-Neutral,,685747,685747
Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,792373,841841
Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Civil Engineering,HS,OPEN,Gender-Neutral,,484559,484559
Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Mechanical Engineering,HS,OPEN,Gender-Neutral,,443393,443393
Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,1256310,1256310
Round 3,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),HS,EWS,Gender-Neutral,,694469,694469
Round 3,"Lucknow University, Lucknow",Electrical Engineering,HS,SC,Female-only (including Supernumerary),,471632,471632
Round 3,"Lucknow University, Lucknow",Electrical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,233427,243714
Round 3,"Lucknow University, Lucknow",Electrical Engineering,HS,OBC-NCL,Gender-Neutral,AF,393767,393767
Round 3,"Lucknow University, Lucknow",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,137189,139859
Round 3,"Lucknow University, Lucknow",Computer Science and Engineering,HS,OPEN,Gender-Neutral,AF,167893,167893
Round 3,"Lucknow University, Lucknow",Computer Science and Engineering,HS,EWS,Female-only (including Supernumerary),,143773,161201
Round 3,"Lucknow University, Lucknow",Computer Science and Engineering,HS,EWS,Gender-Neutral,AF,261499,261499
Round 3,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,HS,SC,Gender-Neutral,,865109,1286851
Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,HS,OBC-NCL,Female-only (including Supernumerary),,553481,553481
Round 3,"Nitra Technical Campus,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,EWS,Gender-Neutral,,789423,983335
Round 3,"Nitra Technical Campus,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OBC-NCL,Gender-Neutral,,766742,1424247
Round 3,"Nitra Technical Campus,Ghaziabad",Textile Technology,HS,OPEN,Gender-Neutral,,610126,610126
Round 3,"Nitra Technical Campus,Ghaziabad",Computer Science and Engineering,HS,SC,Gender-Neutral,,1188920,1188920
Round 3,"Nitra Technical Campus,Ghaziabad",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,SC,Gender-Neutral,,892570,1118081
Round 3,"Nitra Technical Campus,Ghaziabad",Computer Science and Engineering,HS,EWS,Gender-Neutral,,877814,1119392
Round 3,"Nitra Technical Campus,Ghaziabad",Computer Science and Engineering,HS,OBC-NCL,Gender-Neutral,,866818,1320834
Round 3,"Mangalmay Institute Of Management And Technology, Gautam Buddha Nagar",Computer Science and Engineering (Artificial Intelligence) (FW),HS,OPEN,Gender-Neutral,TF,1312276,1444909
Round 3,"Mangalmay Institute Of Management And Technology, Gautam Buddha Nagar",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,701876,1160283
Round 3,"Kipm College Of Engg. & Technology,Gorakhpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),HS,OPEN,Gender-Neutral,TF,746458,746458
Round 3,"Kipm College Of Engg. & Technology,Gorakhpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),HS,OPEN,Gender-Neutral,,1212641,1275440
Round 3,"Kipm College Of Engg. & Technology,Gorakhpur",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,1167405,1242427
Round 3,"Kipm College Of Engg. & Technology,Gorakhpur",Civil Engineering,HS,OPEN,Gender-Neutral,,507323,507323
Round 3,"Rajkiya Engineering College,Ambedkar Nagar",Information Technology (FW),HS,OPEN,Gender-Neutral,TF,202849,202849
Round 3,"Nitra Technical Campus,Ghaziabad",Computer Science and Engineering,HS,EWS,Female-only (including Supernumerary),,700586,700586
Round 3,"Rajkiya Engineering College,Ambedkar Nagar",Information Technology,HS,SC,Female-only (including Supernumerary),,543688,566476
Round 3,"Rajkiya Engineering College,Kannauj",Electronics Engineering,HS,SC,Gender-Neutral,,671420,1185636
Round 3,"Rajkiya Engineering College,Kannauj",Electrical Engineering (FW),HS,OPEN,Gender-Neutral,TF,349182,349182
Round 3,"Rajkiya Engineering College,Kannauj",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),,402118,707986
Round 3,Greater Noida College,Computer Science and Engineering,HS,OPEN,Gender-Neutral,,555757,555757
Round 3,"Rajkiya Engineering College,Kannauj",Electrical Engineering,HS,EWS,Gender-Neutral,,1106603,1106603
Round 3,"Rajkiya Engineering College,Kannauj",Computer Science and Engineering,HS,SC,Female-only (including Supernumerary),,377008,677999
Round 3,"Rajkiya Engineering College,Kannauj",Computer Science and Engineering,HS,OPEN,Gender-Neutral,,127320,127320
Round 3,"Rajkiya Engineering College,Kannauj",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,240616,259918
Round 3,"Rajkiya Engineering College,Kannauj",Computer Science and Engineering,HS,EWS,Gender-Neutral,,212681,258972
Round 3,"Rajkiya Engineering College,Kannauj",Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,271466,301609
Round 3,"Rajkiya Engineering College,Kannauj",Civil Engineering,HS,OPEN,Gender-Neutral,,492359,1409039
Round 3,Greater Noida College,Computer Science and Engineering (Artificial Intelligence) (FW),HS,OPEN,Gender-Neutral,TF,580686,947977
Round 3,"Rajkiya Engineering College,Kannauj",Electrical Engineering,HS,OBC-NCL,Gender-Neutral,,946944,1307845
Round 3,"Rajkiya Engineering College,Bijnor",Electrical Engineering,HS,SC,Gender-Neutral,,1049108,1118261
Round 3,"Rajkiya Engineering College,Bijnor",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),,385926,385926
Round 3,"Rajkiya Engineering College,Bijnor",Electrical Engineering,HS,EWS,Gender-Neutral,,757028,1118584
Round 3,"Rajkiya Engineering College,Bijnor",Electrical Engineering,HS,EWS,Female-only (including Supernumerary),,989473,989473
Round 3,"Rajkiya Engineering College,Bijnor",Electrical Engineering,HS,OBC-NCL,Gender-Neutral,,739797,871692
Round 3,"Rajkiya Engineering College,Bijnor",Electrical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,586871,1177442
Round 3,"Rajkiya Engineering College,Bijnor",Civil Engineering,HS,OPEN,Gender-Neutral,,542141,1380971
Round 3,"Rajkiya Engineering College,Bijnor",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),,478437,478437
Round 3,"Rajkiya Engineering College,Banda",Mechanical Engineering,HS,SC,Gender-Neutral,,1063628,1063628
Round 3,"Rajkiya Engineering College,Banda",Mechanical Engineering,HS,OPEN,Female-only (including Supernumerary),,624949,976581
Round 3,"Rajkiya Engineering College,Banda",Mechanical Engineering,HS,EWS,Gender-Neutral,,840739,1326588
Round 3,"Rajkiya Engineering College,Banda",Mechanical Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,1007716,1170709
Round 3,"Rajkiya Engineering College,Banda",Information Technology,HS,OPEN,Gender-Neutral,AF,1104967,1104967
Round 3,"Rajkiya Engineering College,Banda",Information Technology,HS,EWS,Gender-Neutral,,223181,244293
Round 3,"Rajkiya Engineering College,Bijnor",Information Technology,HS,OPEN,Gender-Neutral,AF,713104,713104
Round 3,"Rajkiya Engineering College,Ambedkar Nagar",Electrical Engineering,HS,SC,Gender-Neutral,,565579,1257574
Round 3,"Rajkiya Engineering College,Ambedkar Nagar",Electrical Engineering,HS,EWS,Female-only (including Supernumerary),,460843,460843
Round 3,"Rajkiya Engineering College,Ambedkar Nagar",Civil Engineering,HS,SC,Gender-Neutral,,582341,582341
Round 3,"Rajkiya Engineering College,Azamgarh",Mechanical Engineering,HS,OPEN,Gender-Neutral,,756527,1457825
Round 3,"Rajkiya Engineering College,Azamgarh",Mechanical Engineering,HS,OPEN,Female-only (including Supernumerary),,1209947,1209947
Round 3,"Rajkiya Engineering College,Azamgarh",Information Technology,HS,SC,Gender-Neutral,,753046,1254003
Round 3,"Rajkiya Engineering College,Azamgarh",Information Technology,HS,OPEN,Female-only (including Supernumerary),,291343,291343
Round 3,"Rajkiya Engineering College,Azamgarh",Information Technology,HS,OBC-NCL,Female-only (including Supernumerary),,370821,370821
Round 3,"Rajkiya Engineering College,Azamgarh",Civil Engineering,HS,OPEN,Gender-Neutral,,454977,1102925
Round 3,"Rajkiya Engineering College,Azamgarh",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),,1418703,1418703
Round 3,"Rajkiya Engineering College,Mainpuri",Civil Engineering,HS,OPEN,Female-only (including Supernumerary),,1393863,1442872
Round 3,"Rajkiya Engineering College,Mainpuri",Civil Engineering,HS,OPEN,Gender-Neutral,,398568,1462734
Round 3,"Rajkiya Engineering College,Ambedkar Nagar",Electrical Engineering (FW),HS,OPEN,Gender-Neutral,TF,260877,260877
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",DATA SCIENCE,HS,OPEN,Gender-Neutral,,646181,1342796
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",DATA SCIENCE,HS,OPEN,Female-only (including Supernumerary),,1150242,1150242
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",DATA SCIENCE,HS,OBC-NCL,Female-only (including Supernumerary),,1375911,1375911
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Mechanical Engineering,HS,OPEN,Gender-Neutral,,862585,862585
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,HS,OPEN,Gender-Neutral,,918661,1474250
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,HS,OPEN,Female-only (including Supernumerary),,773765,981282
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,HS,EWS,Female-only (including Supernumerary),,1126865,1126865
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Information Technology,HS,OBC-NCL,Female-only (including Supernumerary),,1239767,1239767
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,400535,1164078
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electrical Engineering,HS,OPEN,Gender-Neutral,,1382967,1382967
Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,HS,SC,Gender-Neutral,,305371,774368
Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,HS,SC,Female-only (including Supernumerary),,1422795,1422795
Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Computer Science Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,564915,639668
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Computer Science and Engineering,HS,SC,Gender-Neutral,,808145,808145
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electrical and Computer Engineering,HS,OPEN,Gender-Neutral,,828938,973512
Round 3,"M. J. P. Ruhelkhand University, Bareilly",Electrical Engineering,HS,OPEN,Female-only (including Supernumerary),,606809,606809
Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,HS,SC,Gender-Neutral,,1256646,1434541
Round 3,"Rajkiya Engineering College,Mainpuri",Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,327497,327497
Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,HS,EWS,Gender-Neutral,,461374,562345
Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,HS,ST,Gender-Neutral,,877733,877733
Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,203657,203657
Round 3,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,307306,307306
Round 3,"M. J. P. Ruhelkhand University, Bareilly",Computer Science & Information Technology,HS,OBC-NCL,Gender-Neutral,,226249,303306
Round 3,"M. J. P. Ruhelkhand University, Bareilly",Electronics Engineering,HS,OPEN,Gender-Neutral,,696175,1391824
Round 3,"M. J. P. Ruhelkhand University, Bareilly",Electronics Engineering,HS,OPEN,Female-only (including Supernumerary),,1386687,1386687
Round 3,"M. J. P. Ruhelkhand University, Bareilly",Chemical Engineering,HS,OPEN,Gender-Neutral,,1043920,1043920
Round 3,"M. J. P. Ruhelkhand University, Bareilly",Electrical Engineering,HS,OPEN,Gender-Neutral,,168274,1053470
Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,HS,SC,Gender-Neutral,,1067571,1067571
Round 3,"Veer Bahadur Singh Purvanchal University, Jaunpur",Artificial Intelligence And Machine Learning,HS,SC,Gender-Neutral,,1078863,1078863
Round 3,"Rajkiya Engineering College,Sonebhadra",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,170023,259127
Round 3,"Rajkiya Engineering College,Sonebhadra",Computer Science and Engineering,HS,OPEN,Gender-Neutral,AF,365447,1287295
Round 3,"Rajkiya Engineering College,Sonebhadra",Computer Science and Engineering,HS,EWS,Gender-Neutral,,237840,239297
Round 3,"Rajkiya Engineering College,Sonebhadra",Computer Science and Engineering,HS,EWS,Female-only (including Supernumerary),,400105,400105
Round 3,"Rajkiya Engineering College,Mainpuri",Mechanical Engineering,HS,OPEN,Gender-Neutral,,419862,1440847
Round 3,"Rajkiya Engineering College,Mainpuri",Information Technology (FW),HS,OPEN,Gender-Neutral,TF,271725,274078
Round 3,"Rajkiya Engineering College,Sonebhadra",Computer Science and Engineering,HS,SC,Female-only (including Supernumerary),,639634,639634
Round 3,"Rajkiya Engineering College,Mainpuri",Electrical Engineering (FW),HS,OPEN,Gender-Neutral,TF,408994,408994
Round 3,"Rajkiya Engineering College,Mainpuri",Electrical Engineering,HS,OPEN,Gender-Neutral,,567672,1442689
Round 3,"Rajkiya Engineering College,Mainpuri",Computer Science and Engineering,HS,ST,Gender-Neutral,,1192278,1192278
Round 3,"Rajkiya Engineering College,Mainpuri",Computer Science and Engineering,HS,OPEN,Female-only (including Supernumerary),,308035,308035
Round 3,"Rajkiya Engineering College,Mainpuri",Mechanical Engineering,HS,OPEN,Female-only (including Supernumerary),,932343,932343
Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics and Communication Engineering,HS,OPEN,Female-only (including Supernumerary),,711220,711220
Round 3,"Rajkiya Engineering College,Sonebhadra",Computer Science and Engineering,HS,ST,Gender-Neutral,,1188695,1188695
Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Civil Engineering,HS,OPEN,Gender-Neutral,,706585,1330252
Round 3,"Rajkiya Engineering College,Sonebhadra",Mining Engineering,HS,OPEN,Gender-Neutral,,540590,1331598
Round 3,"Rajkiya Engineering College,Sonebhadra",Mining Engineering,HS,OPEN,Female-only (including Supernumerary),,1204317,1204317
Round 3,"Rajkiya Engineering College,Sonebhadra",Electronics Engineering,HS,SC,Gender-Neutral,,855719,1044909
Round 3,"Rajkiya Engineering College,Sonebhadra",Electronics Engineering,HS,OPEN,Female-only (including Supernumerary),,323334,458279
Round 3,"Rajkiya Engineering College,Sonebhadra",Electronics Engineering,HS,EWS,Female-only (including Supernumerary),,501465,501465
Round 3,"Dr. Rammanohar Lohia Avadh University, Faizabad",Electronics and Communication Engineering,HS,OPEN,Gender-Neutral,,379509,1470529
Round 3,"Rajkiya Engineering College,Sonebhadra",Electronics Engineering,HS,OBC-NCL,Female-only (including Supernumerary),,492043,547472
